path,speaker_id,utterance_id,crop_start_sec,crop_end_sec,v2_3_score,pool,trigger_words,phone_pattern,crop_words_estimated,transcript,reason_selected,v2_baseline_score,pool_v2_baseline
dataset/negative/speech_expanded/7976_7976-105575-0027_neg_033.wav,7976,7976-105575-0027,4.0,5.0,0.14116,medium,hero,IH R OW,HERO OF THE ARMY WHICH,IT REQUIRED MONTHS AND GREAT EVENTS TO MAKE GRANT THE HERO OF THE ARMY WHICH HE AFTERWARD BECAME,estimated crop window contains <IY|IH> R <vowel>,0.197932,medium
dataset/negative/speech_expanded/7127_7127-75946-0015_neg_011.wav,7127,7127-75946-0015,6.0,7.0,0.131972,medium,appearance,IH R AH,COURT MADE HIS APPEARANCE,SUDDENLY FOR THE PURPOSE OF RESTORING PEACE AND ORDER SPRING ACCOMPANIED BY HIS WHOLE COURT MADE HIS APPEARANCE,estimated crop window contains <IY|IH> R <vowel>,0.670359,hard
E:\SIH\ira-wakeword\dataset\negative\speech\19_19-198-0010_neg_002.wav,19,19-198-0010,2.109,3.109,0.079335,easy,heroic,IH R OW,THE MORE HEROIC,NOT MERELY TO DOLLS BUT TO THE MORE HEROIC ENJOYMENTS OF INFANCY NURSING A DORMOUSE FEEDING A CANARY BIRD OR WATERING A ROSE BUSH INDEED SHE HAD NO TASTE FOR A GARDEN,estimated crop window contains <IY|IH> R <vowel>,0.24067,medium
dataset/negative/speech_expanded/6313_6313-66129-0021_neg_037.wav,6313,6313-66129-0021,4.0,5.0,0.071904,easy,spirit,IH R AH,THOROUGHLY INTO THE SPIRIT OF,IT WAS A BEAUTIFUL RACE THE LITTLE INDIAN PONIES SEEMING TO ENTER THOROUGHLY INTO THE SPIRIT OF THE CONTEST STRETCHING THEMSELVES OUT TO THEIR FULL LENGTHS AND WITH HEADS ON A LEVEL WITH THEIR BACKS FAIRLY FLEW ACROSS THE GREAT PLOT OF GREEN,estimated crop window contains <IY|IH> R <vowel>,0.421642,medium
dataset/negative/speech_expanded/1585_1585-131718-0003_neg_052.wav,1585,1585-131718-0003,11.0,12.0,0.06776,easy,spirit,IH R AH,TYRANNICAL SPIRIT TO,WHEN THE RESULT IS ACHIEVED THE INVENTION MAKES ITS APPEAL ON THE SCORE OF ECONOMY OF MATERIAL OR OF EFFORT AND THEN LABOR OFTEN AWAITS WITH CRUSHING AND TYRANNICAL SPIRIT TO SMASH THE APPARATUS OR FORBID ITS VERY USE,estimated crop window contains <IY|IH> R <vowel>,0.763626,hard
dataset/negative/speech_expanded/5536_5536-43358-0018_neg_071.wav,5536,5536-43358-0018,1.0,2.0,0.065222,easy,,IY R OW,THOUGHT HE ROSE SUPERIOR,IN HIS OWN THOUGHT HE ROSE SUPERIOR TO THEM HE SCORNED THEM EVEN AS A LOFTY SPIRIT ABSORBED IN ITS STERN TASK REJECTS THE SOFT BEDS THE LUXURIOUS FOOD THE PLEASURE WORSHIPING DALLIANCE OF A RICH NEIGHBOR,estimated crop window contains <IY|IH> R <vowel>,0.034396,easy
dataset/negative/speech_expanded/7729_7729-102255-0020_neg_008.wav,7729,7729-102255-0020,7.0,8.0,0.060587,easy,fearing,IH R IH,REEDER FEARING,THE INCIDENT WAS NOT VIOLENT NOR EVEN DRAMATIC NO POSSE WAS SUMMONED NO FURTHER EFFORT MADE AND REEDER FEARING PERSONAL VIOLENCE SOON FLED IN DISGUISE,estimated crop window contains <IY|IH> R <vowel>,0.300329,medium
dataset/negative/speech_expanded/7176_7176-88083-0007_neg_025.wav,7176,7176-88083-0007,10.0,11.0,0.058706,easy,peering,IY R IH,ONCE MORE PEERING,BUT SUCH WAS HIS KEENNESS THAT EVEN WHILE THE WIDE FLUKES OF HIS ENGORGED VICTIM WERE STILL STICKING OUT AT THE CORNERS OF HIS BEAK HIS FIERCE RED EYES WERE ONCE MORE PEERING DOWNWARD INTO THE TORRENT IN SEARCH OF FRESH PREY,estimated crop window contains <IY|IH> R <vowel>,0.381075,medium
dataset/negative/speech_expanded/3170_3170-137482-0040_neg_035.wav,3170,3170-137482-0040,12.0,13.0,0.0522,easy,spirit,IH R AH,SOME HEAVENLY SPIRIT,BUT ALTHOUGH BELIEVING FULLY IN MY ORACLES THEY WERE TOO KIND HEARTED TO THINK THEM THE WORK OF THE DEVIL AND IT SUITED THEIR NATURAL GOODNESS BETTER TO BELIEVE MY ANSWERS INSPIRED BY SOME HEAVENLY SPIRIT,estimated crop window contains <IY|IH> R <vowel>,0.495986,medium
dataset/negative/speech_expanded/3000_3000-15664-0027_neg_097.wav,3000,3000-15664-0027,3.0,4.0,0.049255,easy,appearance,IH R AH,STRIKING APPEARANCE,THEIR LONG MASSIVE EARS GIVE THEM A VERY STRIKING APPEARANCE,estimated crop window contains <IY|IH> R <vowel>,0.744258,hard
dataset/negative/speech_expanded/7729_7729-102255-0020_neg_004.wav,7729,7729-102255-0020,8.0,9.0,0.041594,easy,fearing,IH R IH,FEARING PERSONAL VIOLENCE,THE INCIDENT WAS NOT VIOLENT NOR EVEN DRAMATIC NO POSSE WAS SUMMONED NO FURTHER EFFORT MADE AND REEDER FEARING PERSONAL VIOLENCE SOON FLED IN DISGUISE,estimated crop window contains <IY|IH> R <vowel>,0.648264,hard
E:\SIH\ira-wakeword\dataset\negative\speech\8629_8629-261139-0016_neg_009.wav,8629,8629-261139-0016,9.368,10.368,0.039718,easy,miracle,IH R AH,MIRACLE OR ONLY THE SUGGESTION,AND HAD ALMOST TOUCHED HIS FINGER IN THE SIGNIFICANT ACTION OF ASSENT WHICH AMABEL AWAITED WITH BREATHLESS EXPECTATION WHEN WAS IT MIRACLE OR ONLY THE SUGGESTION OF HIS BETTER NATURE,estimated crop window contains <IY|IH> R <vowel>,0.190097,medium
dataset/negative/speech_expanded/4992_4992-41797-0015_neg_096.wav,4992,4992-41797-0015,0.0,1.0,0.036094,easy,cyril,IH R AH,CYRIL THERE MUST,CYRIL THERE MUST BE SOME BETTER WAY OF DOING I JUST DRAW THE OUTLINE OF AN ANIMAL AND THEN I PUT HAIRS OR FEATHERS ON IT THEY HAVE NO BODIES,estimated crop window contains <IY|IH> R <vowel>,0.503811,hard
E:\SIH\ira-wakeword\dataset\negative\speech\7312_7312-92432-0007_neg_012.wav,7312,7312-92432-0007,12.013,13.013,0.03357,easy,hearing,IY R IH,SAFETY HEARING ON THAT,ON THE THIRTIETH OF APRIL THE FIRST ENGAGEMENT TOOK PLACE BETWEEN THE FRENCH AND ROMAN TROOPS AND IN A FEW DAYS SUBSEQUENTLY I VISITED SEVERAL OF MY COUNTRYMEN AT THEIR REQUEST TO CONCERT MEASURES FOR THEIR SAFETY HEARING ON THAT OCCASION AND FOR THE FIRST TIME,estimated crop window contains <IY|IH> R <vowel>,0.84754,hard
E:\SIH\ira-wakeword\dataset\negative\speech\332_332-128985-0081_neg_007.wav,332,332-128985-0081,7.496,8.496,0.021018,easy,hero,IH R OW,INABILITY OF HIS HERO TO,BY IGNOMINIOUSLY RUNNING AWAY THE LOYAL CHRONICLER HAD AS FIRM A BELIEF IN THE ABSOLUTE INABILITY OF HIS HERO TO FLY FROM DANGER AS WAS SHOWN BY THE SCOTTISH DOUGLAS WHEN HE STOOD,estimated crop window contains <IY|IH> R <vowel>,0.052892,easy
dataset/negative/speech_expanded/7729_7729-102255-0029_neg_048.wav,7729,7729-102255-0029,4.0,5.0,0.020533,easy,spirit,IH R AH,THE SPIRIT OF VENGEANCE,TEN DAYS WERE CONSUMED IN THESE NEGOTIATIONS BUT THE SPIRIT OF VENGEANCE REFUSED TO YIELD,estimated crop window contains <IY|IH> R <vowel>,0.386828,medium
dataset/negative/speech_expanded/4992_4992-41797-0017_neg_035.wav,4992,4992-41797-0017,3.0,4.0,0.014251,easy,cyril,IH R AH,REPLIED CYRIL QUIETLY,HE WOULDN'T SEARCH SO DON'T WORRY REPLIED CYRIL QUIETLY AND THE TWO LOOKED AT EACH OTHER AND KNEW THAT IT WAS SO,estimated crop window contains <IY|IH> R <vowel>,0.037741,easy
dataset/negative/speech_expanded/5536_5536-43359-0002_neg_018.wav,5536,5536-43359-0002,8.0,9.0,0.012904,easy,spirit,IH R AH,SPIRIT TIS LOVE TIS,THE ORDEAL IS BEST MET ALONE WHERE NO CURIOUS OR PITYING EYES EMBARRASS HER WHERE ALL NATURE SAYS TO HER SPIRIT TIS LOVE TIS LOVE THE FULFILLING OF LIFE,estimated crop window contains <IY|IH> R <vowel>,0.09324,easy
dataset/negative/speech_expanded/7018_7018-75789-0030_neg_001.wav,7018,7018-75789-0030,2.0,3.0,0.012525,easy,appearance,IH R AH,APPEARANCE THAN WHICH,A SECOND FISH MADE ITS APPEARANCE THAN WHICH WE HAD SEEN NAUGHT MORE MONSTROUS,estimated crop window contains <IY|IH> R <vowel>,0.026333,easy
E:\SIH\ira-wakeword\dataset\negative\speech\7859_7859-102519-0037_neg_005.wav,7859,7859-102519-0037,5.077,6.077,0.012523,easy,adherents,IH R AH,ADHERENTS CHANTED,THERE HE SAT IN STATE USING THEIR PROSTRATE BODIES AS A FOOTSTOOL WHILE HIS ADHERENTS CHANTED THE VERSE FROM THE NINETY FIRST PSALM THOU SHALT TREAD ON THE LION AND ASP THE YOUNG LION AND DRAGON SHALT THOU TRAMPLE UNDER THY FEET,estimated crop window contains <IY|IH> R <vowel>,0.049578,easy
E:\SIH\ira-wakeword\dataset\negative\speech\669_669-129074-0019_neg_013.wav,669,669-129074-0019,13.464,14.464,0.012498,easy,heroic,IH R OW,AFTER HER HEROIC,AND AS SHE LOOKED AT HER HUSBAND'S PORTRAIT OF NIGHTS IT NO LONGER REPROACHED HER PERHAPS SHE REPROACHED IT NOW WILLIAM WAS GONE EMMY WAS NOT VERY HAPPY AFTER HER HEROIC SACRIFICE,estimated crop window contains <IY|IH> R <vowel>,0.017193,easy
E:\SIH\ira-wakeword\dataset\negative\speech\460_460-172359-0018_neg_011.wav,460,460-172359-0018,11.255,12.255,0.011341,easy,mirror,IH R ER,CLOCK ABOVE THE MIRROR,AND AS YOU WAITED YOUR TURN IN ONE OF THE WOODEN ARM CHAIRS BESIDE THE WALL WHAT WITH THE QUIET OF THE HOUR AND THE LOW DRONE OF JEFF'S CONVERSATION THE BUZZING OF THE FLIES AGAINST THE WINDOW PANE AND THE MEASURED TICK OF THE CLOCK ABOVE THE MIRROR,estimated crop window contains <IY|IH> R <vowel>,0.12679,medium
dataset/negative/speech_expanded/1673_1673-143397-0003_neg_007.wav,1673,1673-143397-0003,1.0,2.0,0.010814,easy,cyril,IH R AH,CYRIL EXPOSED HIM,THE ZEAL OF CYRIL EXPOSED HIM TO THE PENALTIES OF THE JULIAN LAW BUT IN A FEEBLE GOVERNMENT AND A SUPERSTITIOUS AGE HE WAS SECURE OF IMPUNITY AND EVEN OF PRAISE,estimated crop window contains <IY|IH> R <vowel>,0.154115,medium
E:\SIH\ira-wakeword\dataset\negative\speech\1867_1867-154075-0021_neg_004.wav,1867,1867-154075-0021,4.043,5.043,0.010592,easy,hearing,IY R IH,COULDN'T HELP HEARING,THOUGH I WASN'T PLAYING MY HAND AT EAVESDROPPING I COULDN'T HELP HEARING YOU PARTNER THE MAN OF THE SNEER LOOKED HIM OVER LEISURELY WESTERN HE SAID AT LAST DECIDEDLY WESTERN ARE YOU STAYING LONG IN THE EAST MY FRIEND,estimated crop window contains <IY|IH> R <vowel>,0.002878,easy
E:\SIH\ira-wakeword\dataset\negative\speech\19_19-198-0022_neg_009.wav,19,19-198-0022,9.19,10.19,0.009373,easy,heroic,IH R OW,NOTHING HEROIC ABOUT,THAT HER ELDER DAUGHTERS WERE INEVITABLY LEFT TO SHIFT FOR THEMSELVES AND IT WAS NOT VERY WONDERFUL THAT CATHERINE WHO HAD BY NATURE NOTHING HEROIC ABOUT HER SHOULD PREFER CRICKET BASEBALL RIDING ON HORSEBACK,estimated crop window contains <IY|IH> R <vowel>,0.038606,easy
dataset/negative/speech_expanded/5536_5536-43359-0002_neg_021.wav,5536,5536-43359-0002,7.0,8.0,0.008812,easy,spirit,IH R AH,SAYS TO HER SPIRIT,THE ORDEAL IS BEST MET ALONE WHERE NO CURIOUS OR PITYING EYES EMBARRASS HER WHERE ALL NATURE SAYS TO HER SPIRIT TIS LOVE TIS LOVE THE FULFILLING OF LIFE,estimated crop window contains <IY|IH> R <vowel>,0.167339,medium
dataset/negative/speech_expanded/5764_5764-299665-0057_neg_046.wav,5764,5764-299665-0057,7.0,8.0,0.007096,easy,spirit,IH R AH,CATHOLIC SPIRIT,IN OTHER WORDS IT WAS JUST AS FIENDISH JUST AS INFAMOUS AS THE CATHOLIC SPIRIT,estimated crop window contains <IY|IH> R <vowel>,0.076689,easy
dataset/negative/speech_expanded/7176_7176-88083-0007_neg_026.wav,7176,7176-88083-0007,11.0,12.0,0.006509,easy,peering,IY R IH,PEERING DOWNWARD INTO,BUT SUCH WAS HIS KEENNESS THAT EVEN WHILE THE WIDE FLUKES OF HIS ENGORGED VICTIM WERE STILL STICKING OUT AT THE CORNERS OF HIS BEAK HIS FIERCE RED EYES WERE ONCE MORE PEERING DOWNWARD INTO THE TORRENT IN SEARCH OF FRESH PREY,estimated crop window contains <IY|IH> R <vowel>,0.040873,easy
dataset/negative/speech_expanded/2506_2506-169427-0001_neg_054.wav,2506,2506-169427-0001,9.0,10.0,0.006452,easy,hero,IH R OW,MY HERO COULD NOT,AS THE READER FOR I HATE YOUR IFS HAS A THOROUGH KNOWLEDGE OF HUMAN NATURE I NEED NOT SAY MORE TO SATISFY HIM THAT MY HERO COULD NOT GO ON AT THIS RATE WITHOUT SOME SLIGHT EXPERIENCE OF THESE INCIDENTAL MEMENTOS,estimated crop window contains <IY|IH> R <vowel>,0.226632,medium
E:\SIH\ira-wakeword\dataset\negative\speech\8629_8629-261139-0059_neg_006.wav,8629,8629-261139-0059,6.23,7.23,0.004812,easy,hearing,IY R IH,WITHIN HIS HEARING YET,OF WHOSE MENTAL CONDITION I WAS WELL AWARE THAT I COULD NOT BRING MYSELF TO MAKE ANY LOUD NOISE WITHIN HIS HEARING YET I HAD NOT THE COURAGE TO RETREAT ALL MY HOPE OF RELIEF FROM THE MANY DIFFICULTIES THAT MENACED ME,estimated crop window contains <IY|IH> R <vowel>,0.028338,easy
E:\SIH\ira-wakeword\dataset\negative\speech\7859_7859-102519-0037_neg_004.wav,7859,7859-102519-0037,4.061,5.061,0.004278,easy,adherents,IH R AH,FOOTSTOOL WHILE HIS ADHERENTS,THERE HE SAT IN STATE USING THEIR PROSTRATE BODIES AS A FOOTSTOOL WHILE HIS ADHERENTS CHANTED THE VERSE FROM THE NINETY FIRST PSALM THOU SHALT TREAD ON THE LION AND ASP THE YOUNG LION AND DRAGON SHALT THOU TRAMPLE UNDER THY FEET,estimated crop window contains <IY|IH> R <vowel>,0.031087,easy
dataset/negative/speech_expanded/1673_1673-143396-0013_neg_060.wav,1673,1673-143396-0013,11.0,12.0,0.004136,easy,spirits,IH R IH,SPIRITS AND LEFT THE,WHEN THE MESSIAH WAS DELIVERED INTO THE HANDS OF THE JEWS THE CHRIST AN IMMORTAL AND IMPASSIBLE BEING FORSOOK HIS EARTHLY TABERNACLE FLEW BACK TO THE PLEROMA OR WORLD OF SPIRITS AND LEFT THE SOLITARY JESUS TO SUFFER TO COMPLAIN AND TO EXPIRE,estimated crop window contains <IY|IH> R <vowel>,0.007379,easy
E:\SIH\ira-wakeword\dataset\negative\speech\7312_7312-92432-0005_neg_004.wav,7312,7312-92432-0005,4.214,5.214,0.003884,easy,heroic,IH R OW,GRAVE HEROIC MEN,STRIPLINGS AND BLANCHED HEADS WILD VISIONARY ENTHUSIASTS GRAVE HEROIC MEN WHO IN THE STRUGGLE FOR FREEDOM HAD VENTURED ALL AND LOST ALL NOBLES AND BEGGARS BANDITS FELONS AND BRIGANDS GREAT EXCITEMENT NATURALLY EXISTED,estimated crop window contains <IY|IH> R <vowel>,0.089017,easy
dataset/negative/speech_expanded/7018_7018-75789-0030_neg_000.wav,7018,7018-75789-0030,1.0,2.0,0.003749,easy,appearance,IH R AH,FISH MADE ITS APPEARANCE,A SECOND FISH MADE ITS APPEARANCE THAN WHICH WE HAD SEEN NAUGHT MORE MONSTROUS,estimated crop window contains <IY|IH> R <vowel>,0.5023,hard
dataset/negative/speech_expanded/5484_5484-24318-0034_neg_024.wav,5484,5484-24318-0034,6.0,7.0,0.001707,easy,erected,IH R EH,WHICH HAD BEEN ERECTED,THE EGYPTIAN OBEYED AND HIS MASTER CROSSED THE WIDE SPACE STREWN WITH SAND AND APPROACHED THE STAGE WHICH HAD BEEN ERECTED FOR THE FESTAL PERFORMANCES EVEN HAD HIS EYES RETAINED THE POWER OF SIGHT HIS BLOOD WAS COURSING SO WILDLY THROUGH HIS VEINS THAT HE MIGHT PERHAPS HAVE BEEN UNABLE TO DISTINGUISH THE STATUES AROUND HIM AND THE THOUSANDS OF SPECTATORS WHO CROWDED CLOSELY TOGETHER RICHLY GARLANDED THEIR CHEEKS GLOWING WITH ENTHUSIASM SURROUNDED THE ARENA HERMON,estimated crop window contains <IY|IH> R <vowel>,0.000469,easy
dataset/negative/speech_expanded/2830_2830-3980-0019_neg_076.wav,2830,2830-3980-0019,6.0,7.0,0.001398,easy,spiritual,IH R IH,UNDERSTOOD SPIRITUAL BOASTING,I KNEW NOTHING OF THE DOCTRINE OF FAITH BECAUSE WE WERE TAUGHT SOPHISTRY INSTEAD OF CERTAINTY AND NOBODY UNDERSTOOD SPIRITUAL BOASTING,estimated crop window contains <IY|IH> R <vowel>,0.101105,medium
dataset/negative/speech_expanded/1673_1673-143397-0003_neg_009.wav,1673,1673-143397-0003,0.0,1.0,0.001302,easy,cyril,IH R AH,THE ZEAL OF CYRIL,THE ZEAL OF CYRIL EXPOSED HIM TO THE PENALTIES OF THE JULIAN LAW BUT IN A FEEBLE GOVERNMENT AND A SUPERSTITIOUS AGE HE WAS SECURE OF IMPUNITY AND EVEN OF PRAISE,estimated crop window contains <IY|IH> R <vowel>,0.203157,medium
E:\SIH\ira-wakeword\dataset\negative\speech\4680_4680-16042-0005_neg_010.wav,4680,4680-16042-0005,10.3,11.3,0.001276,easy,,IH R AH,GUARDED THE FRONTIER OF,FOLDED HIS ARMS AND FELL TO THINKING ABOUT HIS FATHER HE THOUGHT OF THAT HEROIC COLONEL PONTMERCY WHO HAD BEEN SO PROUD A SOLDIER WHO HAD GUARDED THE FRONTIER OF FRANCE UNDER THE REPUBLIC,estimated crop window contains <IY|IH> R <vowel>,0.001919,easy
dataset/negative/speech_expanded/3997_3997-180294-0012_neg_001.wav,3997,3997-180294-0012,7.0,8.0,0.001147,easy,irresistible,IH R IH,PROFOUND SINCERE IRRESISTIBLE,WHEN A CREATURE WHO HAS ALL HER PAST TO REPROACH HERSELF WITH IS TAKEN ALL AT ONCE BY A PROFOUND SINCERE IRRESISTIBLE LOVE OF WHICH SHE HAD NEVER FELT HERSELF CAPABLE WHEN SHE HAS CONFESSED HER LOVE HOW ABSOLUTELY THE MAN WHOM SHE LOVES DOMINATES HER,estimated crop window contains <IY|IH> R <vowel>,0.01662,easy
dataset/negative/speech_expanded/1673_1673-143397-0000_neg_069.wav,1673,1673-143397-0000,2.0,3.0,0.000909,easy,cyril,IH R AH,HERESY CYRIL AUSPICIOUSLY,ARDENT IN THE PROSECUTION OF HERESY CYRIL AUSPICIOUSLY OPENED HIS REIGN BY OPPRESSING THE NOVATIANS THE MOST INNOCENT AND HARMLESS OF THE SECTARIES,estimated crop window contains <IY|IH> R <vowel>,0.001917,easy
dataset/negative/speech_expanded/8842_8842-302203-0000_neg_035.wav,8842,8842-302203-0000,9.0,10.0,0.000776,easy,appearances,IH R AH,UNKNOWN APPEARANCES SAID,AND AT THE FIRST IT SEEMED TO ME THAT I SAW CERTAIN FACES OF WOMEN WITH THEIR HAIR LOOSENED WHICH CALLED OUT TO ME THOU SHALT SURELY DIE AFTER THE WHICH OTHER TERRIBLE AND UNKNOWN APPEARANCES SAID UNTO ME THOU ART DEAD,estimated crop window contains <IY|IH> R <vowel>,0.002886,easy
dataset/negative/speech_expanded/3997_3997-180294-0012_neg_016.wav,3997,3997-180294-0012,8.0,9.0,0.000211,easy,irresistible,IH R IH,IRRESISTIBLE LOVE,WHEN A CREATURE WHO HAS ALL HER PAST TO REPROACH HERSELF WITH IS TAKEN ALL AT ONCE BY A PROFOUND SINCERE IRRESISTIBLE LOVE OF WHICH SHE HAD NEVER FELT HERSELF CAPABLE WHEN SHE HAS CONFESSED HER LOVE HOW ABSOLUTELY THE MAN WHOM SHE LOVES DOMINATES HER,estimated crop window contains <IY|IH> R <vowel>,0.041753,easy
dataset/negative/speech_expanded/5484_5484-24318-0034_neg_043.wav,5484,5484-24318-0034,7.0,8.0,0.000186,easy,erected,IH R EH,ERECTED FOR THE FESTAL,THE EGYPTIAN OBEYED AND HIS MASTER CROSSED THE WIDE SPACE STREWN WITH SAND AND APPROACHED THE STAGE WHICH HAD BEEN ERECTED FOR THE FESTAL PERFORMANCES EVEN HAD HIS EYES RETAINED THE POWER OF SIGHT HIS BLOOD WAS COURSING SO WILDLY THROUGH HIS VEINS THAT HE MIGHT PERHAPS HAVE BEEN UNABLE TO DISTINGUISH THE STATUES AROUND HIM AND THE THOUSANDS OF SPECTATORS WHO CROWDED CLOSELY TOGETHER RICHLY GARLANDED THEIR CHEEKS GLOWING WITH ENTHUSIASM SURROUNDED THE ARENA HERMON,estimated crop window contains <IY|IH> R <vowel>,0.000126,easy
E:\SIH\ira-wakeword\dataset\negative\speech\460_460-172359-0013_neg_007.wav,460,460-172359-0013,7.543,8.543,6.5e-05,easy,mirror,IH R ER,AGAINST THE MIRROR,ONLY OLD NEWSPAPERS AND A MOP STILL IT LENDS DISTINCTION SOMEHOW JUST AS DO THE FADED CARDBOARD SIGNS THAT HANG AGAINST THE MIRROR WITH THE LEGENDS TURKISH SHAMPOO SEVENTY FIVE CENTS AND ROMAN MASSAGE ONE DOLLAR,estimated crop window contains <IY|IH> R <vowel>,0.006089,easy
